Time (s),Voltage_A2 (V),Voltage_A1 (V)
0,1.002561218,0.026686327
2.065358162,0.986928657,0.031172318
4.113500834,0.988239772,0.037909254
6.162559509,0.996358614,0.039816258
8.210889816,1.018092979,0.040707239
10.25886059,1.009217681,0.045396662
12.30758548,0.992526116,0.045537346
14.3549881,0.996005621,0.049554682
16.40219569,0.979213252,0.050023635
18.45091295,1.010427948,0.050805226
20.49869847,1.017437417,0.053150011
22.54729533,0.991467136,0.054244251
24.59639883,1.002863784,0.056213893
26.64473248,1.00185523,0.057245616
28.69193292,0.989399606,0.058840104
30.73960876,1.029792265,0.058918266
32.78631687,1.012293776,0.066218636
34.83336186,1.006948431,0.067015904
36.88035154,0.99474493,0.06704717
38.92840767,1.020412663,0.075660936
40.97549248,1.014361318,0.082133157
43.02271819,1.014260462,0.082914836
45.07032275,1.025707597,0.083946656
47.11720061,1.049307952,0.084915945
49.16500568,1.03221281,0.084962846
51.21246004,1.065848447,0.085478759
53.26027608,1.025304173,0.085791434
55.30933619,1.058687615,0.087042138
57.35684633,1.037053905,0.088589892
59.40532804,1.02071523,0.090731747
61.4513998,1.030346973,0.092560935
63.49958444,1.041088155,0.093217569
65.54793739,1.050316517,0.094937334
67.59532499,1.02863242,0.101441264
69.64256406,1.055611486,0.113573993
71.69060755,1.046534399,0.179218548
73.73797035,1.07063915,0.179249826
75.78606915,1.03508721,0.18082936
77.83473587,1.040836015,0.181126501
79.88252902,1.047744676,0.183503641
81.92963028,1.075833288,0.18548982
83.97569966,1.050266088,0.185974637
86.02192616,1.095197893,0.186678406
88.06718183,1.088995158,0.186725324
90.11361289,1.068773297,0.186897356
92.15926266,1.06867244,0.187069389
94.20576572,1.069933152,0.187444733
96.25107169,1.095046606,0.187663685
98.29815626,1.040180449,0.188070309
100.3436632,1.071899863,0.188648967
102.3896096,1.033221371,0.188758443
104.4372153,1.043306995,0.188883558
106.4845636,1.03533935,0.188930477
108.5320103,1.040180449,0.188946116
110.5794353,1.064991163,0.189039953
112.6258342,1.041340296,0.189384021
114.6720941,1.061763745,0.189759369
116.7192931,1.065495448,0.190463147
118.7675092,1.085465151,0.192120941
120.8152142,1.070286151,0.192324257
122.8624773,1.042298431,0.193434673
124.9097502,1.042802713,0.193731827
126.9573658,1.059948324,0.194404335
129.0048125,1.059897895,0.19471713
131.0519044,1.075682002,0.195530399
133.0993352,1.071899863,0.197047464
135.1472054,1.087936156,0.197375902
137.1946046,1.089852446,0.1979233
139.2429817,1.065898875,0.199127578
141.2908273,1.075782859,0.199815739
143.3383682,1.049408808,0.200019059
145.386523,1.069630581,0.20006598
147.432961,1.117941327,0.200597742
149.4800076,1.075902523,0.201411028
151.528053,1.097971476,0.202521479
153.5760267,1.087986585,0.203444252
155.6240826,1.074118717,0.205790298
157.6720791,1.096307326,0.206024904
159.7207253,1.099383483,0.206368993
161.7680888,1.070941721,0.208277129
163.8165445,1.084053149,0.211029872
165.8643756,1.083347148,0.21212472
167.9116445,1.075682002,0.212390612
169.9585333,1.085011293,0.213391621
172.0055184,1.096862042,0.215988005
174.0535812,1.090380495,0.216504156
176.1015432,1.0885413,0.216551079
178.1491225,1.097467188,0.217254923
180.1962476,1.097871301,0.218474924
182.2425506,1.096738236,0.219601083
184.2890728,1.077346144,0.219679289
186.3376548,1.07961543,0.221618797
188.386586,1.117689182,0.222917023
190.4346697,1.0932816,0.31672894
192.4807642,1.093332029,0.518441179
194.5287313,1.089902875,0.731677706
196.5782418,1.100011534,0.734035207
198.625494,1.12789767,0.903021808
200.6724169,1.119966145,0.960202897
202.7204027,1.100641015,0.962409881
204.767879,1.081128288,0.970786387
206.8154931,1.109705555,0.973194005
208.8635311,1.093180742,0.97946384
210.9111435,1.080220574,0.981620663
212.9594703,1.097265473,0.987740018
215.0067377,1.098374906,0.990398425
217.0545409,1.090191651,0.990448584
219.1020544,1.110838624,0.99205366
221.147862,1.137608693,0.994461274
223.1956096,1.093382457,0.994862543
225.2429991,1.12191755,1.010712655
227.2896118,1.12550562,1.018186277
229.3367229,1.091135869,1.021195788
231.3838143,1.119084866,1.034537945
233.4310603,1.103669934,1.046876922
235.4786277,1.085281723,1.047629298
237.5266936,1.102466511,1.049083892
239.5746105,1.102277666,1.054300365
241.6219511,1.091576505,1.055754958
243.6700025,1.126890491,1.059366361
245.715322,1.143068346,1.062526338
247.7625744,1.150874036,1.068445023
249.8096292,1.11524501,1.070200564
251.8567948,1.102718303,1.073862122
253.903538,1.129534336,1.076620829
255.9514282,1.120154991,1.078526844
257.998168,1.145208613,1.079580168
260.0453565,1.114174887,1.081034759
262.0942795,1.108761331,1.081787133
264.1411185,1.115811546,1.087956601
266.1893675,1.156224724,1.091567995
268.2366295,1.093024306,1.092996882
270.2840626,1.137528836,1.098138724
272.3310399,1.148481967,1.101298691
274.3783414,1.150118646,1.106316231
276.4261134,1.164156349,1.10656636
278.4732616,1.160820028,1.107417992
280.5202029,1.140676283,1.117509574
282.5679414,1.128086516,1.123512741
284.6153672,1.132178184,1.125326202
286.6635635,1.141305773,1.130203798
288.7119417,1.153706752,1.131767133
290.7590072,1.137277041,1.134268472
292.8072267,1.162330814,1.135331543
294.854183,1.190847062,1.143711065
296.9028077,1.210424608,1.148338582
298.9500904,1.203374158,1.148651252
300.9968228,1.182411763,1.150589811
303.0449655,1.181026865,1.152340769
305.09181,1.160127584,1.162158679
307.1396341,1.186629409,1.173227352
309.186269,1.18436321,1.17441552
311.2331166,1.18814021,1.175040871
313.2811804,1.210802311,1.175603688
315.3297844,1.20538857,1.176291575
317.3777165,1.207277083,1.176729322
319.4251354,1.196260775,1.17873045
418.1824253,1.311461995,1.18048144
420.2388206,1.316875938,1.181794684
422.2853615,1.327137276,1.182232432
424.3331423,1.294842514,1.183045393
426.3806407,1.308943886,1.185609351
428.4274752,1.331921717,1.186109635
430.4732511,1.319645866,1.186109635
432.5204401,1.312406287,1.186234707
434.5657837,1.3438199,1.186922599
436.6112125,1.326696605,1.196803262
438.658294,1.313854201,1.197366086
440.7056162,1.306740542,1.20086811
442.7527962,1.31844976,1.201618544
444.7993679,1.334439847,1.207246815
446.8452301,1.353011122,1.210623788
448.8910172,1.322856468,1.277664454
450.9371059,1.351311374,1.483619861
452.984308,1.297486516,1.487185074
455.0329642,1.308377311,1.487748003
457.0813172,1.332425343,1.496004319
459.1314173,1.337335699,1.497317828
461.18399,1.357795606,1.503197357
463.2307925,1.311650853,1.503322453
465.2821262,1.310391798,1.509577297
467.3303468,1.324052576,1.513517861
469.3764007,1.321156737,1.533283379
471.4239473,1.315616881,1.536223209
473.4720216,1.338531812,1.536973804
475.5205112,1.316309362,1.537599301
477.5695407,1.291946706,1.538224798
479.6185637,1.333117828,1.539663442
481.6674058,1.337839325,1.540414039
483.7149506,1.320653113,1.541102087
485.7626331,1.339916786,1.541227186
487.8112926,1.341931296,1.543228782
489.8598278,1.344323527,1.54548058
491.9070621,1.373156373,1.548983384
493.9533982,1.360124898,1.549859086
496.0004601,1.383103143,1.550296937
498.0481575,1.385747226,1.550422037
500.0952001,1.386313816,1.552423645
502.1422768,1.38058497,1.555113309
504.1909478,1.372589785,1.556114115
506.2385449,1.411495696,1.558741235
508.2874014,1.409229318,1.559053987
510.3350284,1.392042674,1.560242448
512.3821254,1.392483356,1.561180707
514.4304938,1.387761768,1.562932125
516.4785995,1.419931676,1.565183952
518.525023,1.415965503,1.565621807
520.5726318,1.443791784,1.565621807
522.6199713,1.422827615,1.565621807
524.6675131,1.445113854,1.566935375
526.7165236,1.461167609,1.568374045
528.7642863,1.44429543,1.570813532
530.813689,1.451472389,1.572002002
532.8620577,1.454620184,1.572252206
534.9107602,1.483454149,1.572877717
536.9576609,1.477032586,1.573503228
539.0054035,1.477221455,1.57362833
541.0524619,1.46293038,1.57419129
543.1002171,1.484713281,1.576443133
545.147666,1.486539023,1.577443953
547.1951263,1.477788063,1.577694158
549.2427523,1.497556456,1.577756709
551.2922101,1.486287196,1.581197034
553.3399572,1.500200647,1.58520033
555.3885579,1.513358679,1.58676412
557.4370978,1.540871124,1.590951277
559.4860027,1.525509451,1.593957576
561.5339158,1.525194664,1.603286613
563.5823915,1.52966465,1.678603328
565.6312599,1.517702732,1.834557311
567.6793506,1.535456755,1.870362539
569.7275774,1.542130282,1.885406863
571.7762077,1.55799571,1.886510116
573.8247747,1.53394577,1.886710708
575.8735731,1.539360136,1.890221061
577.9225736,1.565865499,1.894333194
579.9711998,1.572727973,1.896138522
