Time (s),Voltage_A2 (V),Voltage_A1 (V)
0,0.866811925,0.106413118
5.048984289,0.868223858,0.107101055
10.09774637,0.859298435,0.076051766
15.14499307,0.875838215,0.09348335
20.19191813,0.876241625,0.126535948
25.23961449,0.877149298,0.094327598
30.28868222,0.871350281,0.085494393
35.33914471,0.883301307,0.124581454
40.38901758,0.882645765,0.119296568
45.43870854,0.877552708,0.098736486
50.48836589,0.892025073,0.106350579
55.5385108,0.87684674,0.117717376
60.58794665,0.892327631,0.135057701
65.63610673,0.895403645,0.133040602
70.68622112,0.88491495,0.112213726
75.73568988,0.902816344,0.109743372
80.78456736,0.893437013,0.110775289
85.83433557,0.905589806,0.13862284
90.88262939,0.900950562,0.109086699
95.93104887,0.898479662,0.125159983
100.9790988,0.894697675,0.149365438
106.0281727,0.901152268,0.125754149
111.0768576,0.915221296,0.138028647
116.1245563,0.912094841,0.158873055
121.1741199,0.907052177,0.145440512
126.2217164,0.921322932,0.179937939
131.2686431,0.920314396,0.181971009
136.3168495,0.922734882,0.144987038
141.3643301,0.924550247,0.167004822
146.4126332,0.922432321,0.170758024
151.4615185,0.920364823,0.153462431
156.5106006,0.921171651,0.183097024
161.5584068,0.922835735,0.147473335
166.6079044,0.924953661,0.157543846
171.656888,0.933727936,0.173760621
176.7055407,0.922936589,0.163392412
181.7538917,0.917994766,0.192011464
186.8028796,0.93024848,0.199033738
191.8519642,0.931559579,0.205821579
196.9007864,0.939527036,0.209497091
201.9505522,0.9521338,0.214064176
206.9979932,0.957579933,0.235117511
212.0461984,0.9630765,0.21885031
217.0944853,0.978860259,0.262335873
222.1427763,0.988895331,0.214799296
227.1924751,0.997165457,0.253638228
232.2419496,1.008309981,0.240248129
237.2910712,0.997821016,0.255969046
242.3406227,1.032918803,0.257940088
247.3874528,1.034431645,0.303633671
252.434046,1.024245186,0.274005698
257.4818277,1.04819853,0.28788201
262.5293994,1.047391679,0.295882831
267.5768147,1.059191898,0.303539911
272.6251688,1.066504016,0.315669521
277.6717465,1.079918002,0.333043509
282.7184103,1.066554445,0.338669267
287.7652357,1.0932816,0.357984549
292.8134246,1.090659306,0.360016107
297.8607965,1.094038031,0.373486979
302.9091408,1.113230661,0.343451181
307.9577851,1.122106395,0.387583092
313.0048883,1.112664126,0.355952993
318.0559251,1.132681774,0.400929213
323.1027901,1.133500109,0.412337593
328.1500266,1.135766267,0.376643745
333.1989894,1.135388574,0.412650153
338.2461255,1.155028687,0.416150827
343.2935753,1.169192314,0.394146741
348.3401909,1.173724689,0.407993021
353.3867221,1.162960309,0.438530346
358.4341035,1.18549631,0.427809385
363.4810891,1.177186925,0.417244789
368.5290852,1.18505566,0.430997534
373.576282,1.183041262,0.433966895
378.6236267,1.18492976,0.453158498
383.6736934,1.19991189,0.452814673
388.7226734,1.211557717,0.442968786
393.772764,1.22452556,0.440655794
398.8202524,1.232457376,0.437092545
403.8693249,1.22528097,0.453314783
408.9176178,1.2274213,0.41565073
413.9661665,1.229435729,0.440843334
419.0153391,1.236675097,0.716730136
424.0636351,1.239759703,0.59382182
429.1123862,1.253042432,0.562937163
434.1594048,1.266765885,0.562655829
439.2062407,1.267269499,0.576597598
444.252502,1.270165283,0.559061001
449.3017561,1.270794801,0.58656949
454.3510711,1.264751429,0.57759791
459.4002798,1.271235465,0.606607273
464.4493568,1.282944537,0.609483234
469.4979801,1.274257156,0.599167313
474.5476248,1.291002421,0.621768661
479.5969646,1.29043585,0.585662951
484.6467688,1.289995184,0.616860729
489.6964505,1.300004615,0.622425138
494.7458391,1.301263666,0.614578703
499.7950637,1.312784004,0.592321335
504.844399,1.322289891,0.663096024
509.8934705,1.31316172,0.671349142
514.943151,1.326381839,0.688793397
519.9920743,1.335824819,0.658250466
525.0417271,1.330851512,0.659563454
530.0912709,1.335069379,0.658156682
535.1399188,1.344575341,0.655812063
540.1883078,1.353199984,0.652967265
545.2385004,1.357984468,0.64571462
550.2880218,1.361698744,0.699172521
555.3387151,1.355781086,0.703080345
560.3884165,1.360376713,0.698120889
565.4376054,1.364153946,0.690446448
570.4873996,1.370952979,0.691825844
575.5367513,1.36453167,0.710159218
580.5871902,1.390216993,0.73965308
585.6378453,1.378759296,0.752493925
590.6875341,1.395882904,0.70985826
595.7366984,1.387006315,0.723351209
600.786432,1.405452025,0.742913452
605.8358417,1.393175856,0.675194362
610.8860166,1.416343234,0.667722766
615.9347904,1.394686767,0.623269179
620.9843755,1.411873426,0.64049399
626.0329287,1.403185651,0.641275521
631.081903,1.388328358,0.650247519
636.1310749,1.403941109,0.631303229
641.1806288,1.396008814,0.632928801
646.2296965,1.408222039,0.643057411
651.2791603,1.402304284,0.678758234
656.3292484,1.415210043,0.672912238
661.3779852,1.423708989,0.667035006
666.425715,1.415839593,0.697453083
671.4757793,1.417980067,0.700391761
676.5261149,1.436048244,0.692794977
681.575882,1.423457168,0.66265836
686.625761,1.437433266,0.685635907
691.6750998,1.438062822,0.66375252
696.7247427,1.431263629,0.693576538
701.7738976,1.443980651,0.67584995
706.822041,1.440077401,0.675498832
711.8707535,1.4488912,0.663596211
716.9209216,1.435922333,0.674100192
721.9702144,1.446750704,0.67197438
727.0181177,1.449709626,0.692326042
732.0674727,1.436614844,0.687011446
737.1170239,1.452794463,0.702298779
