Time (s),Voltage_A2 (V),Voltage_A1 (V)
0,1.08364972,0.25296558
2.05375576,1.064991163,0.267623421
4.102980375,1.074068289,0.306571501
6.151230097,1.074824717,0.31022817
8.200278521,1.09050802,0.311322048
10.24927521,1.113554003,0.314947476
12.29738116,1.083397576,0.315291267
14.34723878,1.092373883,0.315666312
16.39274573,1.078354716,0.316385149
18.44104171,1.073664861,0.317135239
20.49032521,1.087280583,0.317166493
22.54130721,1.079464145,0.318010346
24.59092402,1.06574759,0.319104229
26.64126444,1.063932167,0.319916829
28.69103312,1.066201446,0.320510652
30.74038458,1.078001716,0.320854445
32.79047775,1.090659306,0.321073222
34.84121943,1.084154006,0.321479522
36.89047432,1.083195862,0.321604538
38.94114923,1.06998358,0.3216983
40.99103832,1.074068289,0.321917077
43.04168701,1.092575597,0.322229616
45.09001112,1.090659306,0.322573409
47.13802624,1.08289329,0.323292249
49.18784547,1.098475764,0.323917328
51.23726964,1.093533744,0.324261121
53.2874012,1.084778141,0.324636168
55.33621287,1.085470566,0.324667422
57.38528419,1.08072486,0.324854946
59.43349075,1.085919009,0.325948835
61.48299718,1.114108722,0.327073979
63.53254962,1.101962925,0.327198995
65.58257055,1.087835298,0.328386648
67.63253641,1.114058293,0.328605427
69.68284249,1.086918365,0.329011729
71.73315954,1.101451065,0.329418032
73.78272676,1.115811546,0.330230638
75.83202434,1.093087254,0.330293146
77.88136816,1.104981085,0.330293146
79.92993927,1.125883312,0.330386909
81.97952986,1.112852971,0.332480934
84.02655458,1.098060145,0.33357483
86.07598042,1.115182062,0.336512724
88.12559032,1.125757415,0.339231845
90.17512512,1.100452171,0.339981948
92.22571206,1.113419507,0.340325745
94.27482629,1.132492928,0.340825814
96.32385683,1.111468108,0.341357138
98.37297964,1.098563729,0.341857208
100.4229999,1.136395756,0.341888462
102.4732664,1.110209141,0.343576198
104.5236001,1.139732049,0.343638707
106.5717747,1.117070515,0.345982788
108.6205697,1.131674594,0.346889168
110.67031,1.126890491,0.354327751
112.7194118,1.125127928,0.355484173
114.7682247,1.128653054,0.357234436
116.8174608,1.124183699,0.35785953
118.8674712,1.123617161,0.358265841
120.9167509,1.150936985,0.358547134
122.9650087,1.141809365,0.36035991
125.0147641,1.174165337,0.361578846
127.0640445,1.138661917,0.365860761
